0,25,353.038,24.9623
0,32,240.183,10.1731
0,42,183.576,0
0,80,208.291,0
0,92,129.808,0
0,95,182.5,9.9962
1,3,410.263,23.0256
1,5,205.066,0
1,6,118.971,10.2031
1,8,305.146,24.3782
1,11,344.882,15.9549
1,12,458.855,0
1,15,180.499,0
1,16,304.237,0
1,19,196.469,0
1,24,392.761,15.0941
1,28,89.1696,7.07696
1,34,365.601,0
1,35,426.34,15.2174
1,36,468.519,18.0531
1,41,403.291,0
1,43,419.604,16.0429
1,49,447.837,24.411
1,50,220.185,18.8842
1,59,106.082,8.77935
1,60,189.694,0
1,64,495.664,15.2701
1,69,406.497,26.507
1,73,150.935,10.7992
1,75,389.166,25.2748
1,79,395.509,11.3085
1,91,327.33,12.1499
2,10,362.72,31.0448
2,21,363.018,29.8142
2,23,222.396,0
2,40,118.497,8.6811
2,46,27.6657,1.7412
2,48,177.291,0
2,55,279.415,4.83794
2,62,355.097,18.0013
2,70,370.21,30.1289
2,71,359.909,28.6173
2,88,348.54,0
2,93,81.6509,2.69179
2,94,259.289,22.1754
2,97,237.065,0
3,1,410.263,23.0256
3,5,363.127,10.9524
3,8,415.798,18.3986
3,12,249.193,10.7197
3,15,295.71,13.1427
3,19,356.528,0
3,34,291.814,16.6636
3,35,188.933,12.1058
3,36,134.638,5.9445
3,38,362.142,30.9241
3,39,182.456,11.3636
3,41,163.166,11.6349
3,43,263.564,22.5837
3,44,419.514,23.4822
3,52,73.4671,1.46402
3,59,422.163,21.5639
3,60,333.443,0
3,64,407.165,23.7468
3,69,492.102,0
3,73,419.679,16.4479
3,74,263.299,19.7475
3,75,353.804,30.3431
3,76,297.379,18.9544
3,79,324.651,25.4943
3,81,140.937,1.49788
3,82,202.66,1.02332
4,7,124.037,7.85598
4,13,263.902,17.7732
4,23,314.202,18.6624
4,26,270.332,9.91937
4,29,190.482,4.16283
4,30,198.933,4.25355
4,31,262.51,10.8725
4,40,360.614,26.8313
4,44,363.196,12.9245
4,48,384.011,18.4326
4,55,236.099,18.4188
4,57,301.458,9.0538
4,62,196.536,6.53587
4,64,374.816,19.23
4,69,408.137,20.0953
4,70,228.93,4.2713
4,71,225.788,0
4,86,140.638,2.00554
4,88,386.771,20.2999
4,89,110.073,0
4,97,388.11,28.7804
5,1,205.066,0
5,3,363.127,10.9524
5,6,163.089,13.7182
5,8,163.357,10.7172
5,11,363.672,29.9873
5,12,273.788,0
5,13,397.476,12.2404
5,15,83.5225,0
5,16,502.064,0
5,19,300.806,0
5,24,396.558,32.0666
5,28,129.631,10.1683
5,34,165.469,0
5,35,284.107,3.78224
5,36,464.4,22.9523
5,41,389.337,10.953
5,44,484.836,18.0129
5,50,169.858,14.3996
5,52,442.522,27.5379
5,59,78.2492,6.17968
5,60,274.029,0
5,64,300.872,10.6465
5,69,255.455,11.1928
5,70,476.581,18.5215
5,73,62.7286,5.05636
5,79,466.802,22.3622
5,88,300.143,24.7739
5,91,490.198,12.4333
6,1,118.971,10.2031
6,5,163.089,13.7182
6,8,235.588,18.1978
6,11,240.047,1.00846
6,12,432.365,27.852
6,15,197.873,16.9419
6,16,329.863,25.114
6,19,314.267,18.4593
6,24,276.209,2.5276
6,27,381.357,9.1397
6,28,34.453,2.37517
6,34,300.428,24.9021
6,35,447.201,29.339
6,50,134.16,11.2613
6,54,493.768,17.372
6,59,86.5442,5.95293
6,60,303.257,18.7657
6,64,382.32,32.4624
6,66,462.08,5.15739
6,69,321.251,27.5109
6,73,124.689,5.70526
6,85,519.285,3.3708
6,88,421.525,29.8048
6,90,512.02,4.40277
6,91,423.854,27.934
6,96,478.758,15.1631
7,4,124.037,7.85598
7,8,389.631,6.62429
7,12,353.743,28.8442
7,13,147.205,8.97505
7,23,299.985,12.5523
7,26,199.321,11.7569
7,29,224.926,18.5052
7,30,169.551,14.3964
7,31,193.696,11.6356
7,34,427.488,16.9669
7,35,405.028,30.8845
7,40,346.856,18.07
7,44,282.667,13.7407
7,48,371.465,16.8724
7,55,227.5,12.1875
7,57,304.744,25.0211
7,62,117.757,7.66095
7,64,242.811,14.7755
7,69,292.517,9.38632
7,70,87.5454,4.25568
7,71,86.6693,3.98914
7,86,75.7614,2.345
7,88,263.372,18.0214
7,89,197.086,12.4724
7,93,440.803,18.1016
7,97,318.62,21.6985
8,1,305.146,24.3782
8,3,415.798,18.3986
8,5,163.357,10.7172
8,6,235.588,18.1978
8,7,389.631,6.62429
8,12,224.116,0
8,13,233.649,0
8,15,242.519,8.99539
8,19,467.289,9.79303
8,26,364.357,18.4934
8,28,200.388,11.7595
8,31,358.795,19.388
8,34,124.258,0
8,35,271.743,0
8,40,395.738,33.0208
8,44,378.067,6.59812
8,50,220.3,15.424
8,55,391.079,30.2783
8,59,154.055,11.4319
8,60,430.243,12.8558
8,62,395.967,13.5656
8,64,143.538,3.0629
8,69,91.9348,0
8,70,315.293,5.07369
8,71,336.084,6.38534
8,73,108.289,9.28528
8,86,480.171,0
8,88,209.168,17.913
8,97,319.832,24.0258
9,17,160.794,13.5647
9,18,71.5727,5.71849
9,33,176.008,12.2529
9,45,200.03,13.7198
9,49,390.307,18.1077
9,54,330.792,16.8639
9,58,413.21,27.3078
9,61,129.608,5.9655
9,67,257.57,22.0795
9,72,350.647,28.6669
9,77,413.21,27.3078
9,84,265.257,17.6838
9,87,224.391,17.9235
9,90,382.966,32.787
9,98,146.44,11.3453
10,2,362.72,31.0448
10,11,435.34,26.9162
10,14,197.358,15.7093
10,21,44.1022,0
10,24,379.669,28.1401
10,25,205.138,5.72862
10,27,164.88,11.6858
10,32,331.293,22.4065
10,42,335.591,22.4509
10,46,354.853,29.4784
10,63,477.931,15.5601
10,66,145.281,11.4293
10,80,175.531,11.3286
10,83,383.803,27.914
10,85,82.8086,0.504775
10,92,409.912,18.4251
10,93,381.375,31.0074
10,94,97.8988,8.24508
