0,0
522,482
500,31
756,516
788,92
594,409
473,413
743,150
634,320
129,708
274,143
355,386
728,381
706,228
242,266
606,449
458,620
180,612
184,701
583,559
557,768
271,99
22,443
609,53
339,370
165,139
822,235
349,255
493,419
886,111
857,170
820,233
83,201
236,707
668,372
740,405
728,634
737,786
1006,509
907,550
565,65
691,592
74,168
650,672
827,285
34,783
492,53
963,755
587,14
343,666
500,327
712,793
825,530
459,747
258,572
639,72
152,384
943,136
83,465
544,405
592,546
57,715
684,112
141,363
701,286
1007,269
298,254
141,528
882,794
666,287
698,170
695,156
348,778
577,372
944,611
592,703
950,675
83,465
401,798
617,670
208,11
784,651
807,710
110,314
6,607
291,223
813,160
36,597
587,182
843,90
216,456
530,660
47,121
513,73
337,107
31,156
217,391
551,138
221,695
1019,801
