0,8,57.7235,0
0,16,124.78,0
0,29,108.853,0
0,44,97.8008,0
0,69,115.849,0
0,70,155.024,5.64336
0,78,79.3095,0
0,88,128.996,0
1,2,145.599,9.95705
1,7,35.0143,0
1,8,131.21,10.1948
1,9,136.813,9.41736
1,12,63.5138,0
1,16,65.729,5.25655
1,17,167.862,9.60689
1,20,80.4193,6.88372
1,27,105.686,8.55844
1,29,77.1299,6.5576
1,36,43.0116,0
1,44,167.735,13.0559
1,69,76.7651,6.55626
1,70,28.178,0
1,71,124.697,8.45325
1,72,100.703,4.11965
1,80,112.071,0
1,83,83.9155,5.23184
1,88,144.028,12.1513
1,93,22.2036,0
1,95,99.6037,8.05734
1,98,89.71,1.76435
2,1,145.599,9.95705
2,7,137.612,0
2,9,7.81025,0
2,12,137.768,11.6533
2,17,31.9531,0
2,20,65.5134,0
2,36,137.778,2.61577
2,41,141.014,0
2,42,93.2363,0
2,46,97.0824,0
2,50,88.1419,0
2,51,62.2656,0
2,63,129.468,0
2,64,142.046,0
2,70,139.718,0
2,71,137.615,0
2,72,55.1543,0
2,77,75.7694,0
2,80,158.813,11.1498
2,83,111.417,9.14163
2,86,110.941,0
2,93,116.181,0
2,95,45.2217,0
2,98,171.488,12.7464
3,6,180.095,15.3008
3,10,196.978,9.42861
3,11,123.321,10.4516
3,18,274.204,0
3,19,130.277,8.09692
3,21,108.509,9.24313
3,23,127.612,10.9164
3,25,58.1378,0
3,26,203.946,10.6933
3,30,181.38,13.4117
3,31,132.749,11.1623
3,33,164.195,0
3,34,125.876,10.671
3,35,276.724,0
3,37,226.771,16.5531
3,39,164.069,8.42889
3,43,90.4442,6.44934
3,48,86.8332,0
3,56,128.087,7.37069
3,57,161.029,13.069
3,62,185.089,14.2296
3,65,145.118,8.72886
3,68,132.441,8.82941
3,73,101.32,7.21131
3,74,116.056,6.85443
3,76,162.612,8.66746
3,79,61.0574,0
3,81,72.3452,6.20608
3,84,283.387,0
3,85,187.537,5.8878
3,87,145.737,8.06143
3,90,167.093,0
3,97,89.8443,0
4,11,135.004,0
4,21,146.751,0
4,23,116.211,0
4,30,78.2432,0
4,32,93.0054,0
4,38,118.878,0
4,39,66.5733,0
4,43,141.989,0
4,52,26.4197,0
4,56,107.782,0
4,58,101.491,7.56751
4,62,140.071,0
4,65,73.5527,0
4,73,119.641,0
4,74,125.22,0
4,76,60.9262,0
4,81,146.277,0
4,89,144.779,0
4,94,63.8905,0
5,13,158.844,9.66594
5,15,109.038,2.42272
5,22,106.925,6.79024
5,24,109.293,0
5,35,227.168,16.9293
5,45,55.5698,0
5,54,119.573,8.84526
5,59,63.4481,5.33925
5,71,144.75,9.30111
5,75,168.939,9.50352
5,80,116.867,0
5,91,28.8617,0
6,3,180.095,15.3008
6,18,37.1457,3.14646
6,19,53.7122,0
6,25,214.435,12.0172
6,33,183.346,7.02513
6,43,106.042,0
6,49,101.868,0
6,55,103,0
6,56,130.801,0
6,57,18.1108,0
6,68,42.0476,0
6,73,132.136,0
6,74,113.851,0
6,79,159.204,11.4059
6,81,130.188,0
6,84,87.0938,5.1041
6,85,227.874,12.5236
6,87,73.7564,0
6,90,160.04,6.92908
6,97,205.832,10.5327
7,1,35.0143,0
7,2,137.612,0
7,8,97.0464,0
7,9,129.808,0
7,12,52,0
7,16,30.2655,0
7,20,109.37,8.96701
7,27,156.844,12.2216
7,29,59.0339,0
7,36,13.4164,0
7,50,172.065,10.6889
7,69,38.1182,0
7,70,76.1977,6.52751
7,71,168.435,11.816
7,72,146.23,10.26
7,80,147.085,0
7,83,80.0897,5.2917
7,88,191.839,16.227
7,93,57.1402,0
7,95,92.4554,0
7,98,73.6817,1.46829
8,0,57.7235,0
8,1,131.21,10.1948
8,7,97.0464,0
8,16,67.3647,0
8,27,162.961,13.6709
8,29,52.6972,0
8,36,111.042,0.982023
8,44,85.0941,0
8,69,59,0
8,70,87.4185,0
8,78,81.4002,0
8,88,98.326,0
8,93,110.675,0
9,1,136.813,9.41736
9,2,7.81025,0
9,7,129.808,0
9,12,134.501,11.5261
9,17,36.4966,0
9,20,58.6941,0
9,27,180.624,13.5468
9,36,129.997,2.61647
9,42,95.1315,0
9,46,100.975,0
9,50,86.4523,0
9,51,69.9714,0
9,63,129.557,0
9,70,134.729,1.01252
9,71,134.183,0
9,72,51.9711,0
9,77,82.7647,0
9,80,153.622,10.3509
9,83,103.599,8.66392
9,86,109.604,0
9,93,109.238,0
9,95,37.4433,0
9,98,161.637,11.8106
10,3,196.978,9.42861
10,18,251.446,15.2444
10,25,139.855,8.28524
10,26,27.4591,0
10,33,76.8008,6.58602
10,37,34.7131,0
10,48,135.695,7.9034
10,57,239.956,15.6816
10,79,161.012,10.1535
10,84,218.499,15.0632
10,85,23.6008,0
10,90,93.2098,7.99594
10,97,101.045,8.37686
11,3,123.321,10.4516
11,4,135.004,0
11,13,112.947,0
11,21,16.5529,0
11,23,23.8537,0
11,25,181.425,14.2566
11,30,64.0312,0
11,31,19.105,0
11,34,17.4929,0
11,35,137.761,8.63756
11,39,111.041,0
11,43,95.5249,0
11,48,185.262,13.7067
11,52,134.239,0
11,56,104.12,0
11,58,128.011,3.39705
11,60,106.677,0
11,61,119.017,0
11,62,58.6686,0
11,65,79.3977,0
11,66,120.934,0
11,73,76.4199,0
11,74,107.787,0
11,75,102.786,0
11,76,101.912,0
11,79,182.124,14.9195
11,81,63.5689,0
11,82,133.959,0
11,92,105.394,0
11,94,119.331,0
11,97,216.084,15.7795
12,1,63.5138,0
12,2,137.768,11.6533
12,7,52,0
12,9,134.501,11.5261
12,16,82.0975,0
12,17,172.312,14.1793
12,20,70.3491,0
12,27,170.689,13.9608
12,29,129.805,8.65369
12,36,40.4475,0
12,42,162.149,11.4885
12,50,119.108,9.18384
12,63,164.232,10.3129
12,69,90.05,0
12,70,91.586,0
12,72,112.183,3.272
12,83,27.9785,2.18014
12,86,135.101,9.71216
12,93,79.9062,0
12,95,103.663,6.56555
12,98,26.6724,1.64741
13,5,158.844,9.66594
13,11,112.947,0
13,15,101.193,0
13,21,115.521,0
13,23,136.308,0
13,28,148.018,3.13629
13,31,96.3016,0
13,34,99.925,0
13,35,56.7032,3.32307
13,53,126.574,0
13,54,50,0
13,59,140.481,5.52617
13,60,94.0479,0
13,61,112.641,0
13,62,95.1755,3.51801
